city,date,fare,ride_id,driver_count,type
Johnton,2018-01-25 13:17:50,28.14,7110470975159,27,Urban
North Jason,2018-04-12 06:19:16,33.12,1713993326185,6,Urban
South Phillip,2018-01-05 17:50:07,41.55,8825678119661,38,Urban
Reynoldsfurt,2018-01-21 16:07:25,25.19,1033224475506,67,Urban
West Ericstad,2018-04-12 12:08:32,27.69,4567962930203,25,Urban
Richardfort,2018-04-27 11:59:25,30.31,6106446829435,38,Urban
West Heidi,2018-04-22 00:38:57,8.89,5408402630569,28,Urban
Johnton,2018-03-04 10:30:32,36.76,3273293541841,27,Urban
West Angela,2018-01-02 09:28:27,19.81,9739967666158,48,Urban
Leahton,2018-02-28 20:02:59,31.01,2116500207936,17,Urban
Johnton,2018-04-11 14:40:12,16.63,7248459450448,27,Urban
Port David,2018-01-21 02:29:36,32.92,857956984195,7,Urban
New Kimberlyborough,2018-04-01 04:31:44,35.11,8275820093507,33,Urban
Port Frank,2018-02-26 05:03:19,25.18,7280804922163,23,Urban
Barajasview,2018-01-24 05:58:33,9.21,1841073494391,26,Urban
South Phillip,2018-04-21 10:31:27,32.85,2752328490329,38,Urban
North Jasmine,2018-04-03 13:15:16,19.66,9206122228723,33,Urban
New Kimberlyborough,2018-03-13 09:48:42,14.84,1839171122889,33,Urban
North Jasmine,2018-01-05 16:39:33,26.72,3669060555225,33,Urban
Reynoldsfurt,2018-02-13 10:29:16,7.43,5244425698113,67,Urban
North Barbara,2018-05-05 15:15:23,38.15,256007222475,18,Urban
South Karenland,2018-04-23 09:19:31,12.34,9185788818366,4,Urban
North Jasmine,2018-04-17 07:34:23,22.41,4198039541673,33,Urban
East Kaylahaven,2018-02-16 21:02:16,34.42,7999611361088,65,Urban
West Samuelburgh,2018-03-07 20:34:09,34.22,1129565554274,73,Urban
Richardfort,2018-03-03 11:57:24,11.42,2916078036620,38,Urban
West Heidi,2018-02-19 21:08:49,7.64,8966126701769,28,Urban
Raymondhaven,2018-05-08 04:39:49,18.45,1811574736337,11,Urban
North Markport,2018-04-29 11:39:07,19.8,1839021476247,22,Urban
New Paulton,2018-02-17 08:20:55,37.44,7429666346759,44,Urban
Karenside,2018-01-25 03:33:23,19.6,4716956966395,5,Urban
South Jack,2018-03-03 09:00:03,29.88,2153390332898,46,Urban
South Michelleport,2018-01-20 05:30:12,34.72,6387935611001,72,Urban
North Jason,2018-04-01 14:43:46,40.45,1101699127777,6,Urban
Joneschester,2018-01-26 19:19:04,13.77,6678138496534,39,Urban
Amandaburgh,2018-01-02 09:57:04,33.06,6330658179518,12,Urban
North Jason,2018-03-28 18:03:53,42.75,4271684689560,6,Urban
Roberthaven,2018-01-28 22:09:44,28.11,6228196244648,47,Urban
South Karenland,2018-02-13 03:55:55,24.16,3274616265567,4,Urban
Rogerston,2018-01-23 18:16:39,21.64,3849704287167,25,Urban
Robertport,2018-02-14 04:42:16,18.38,9072927119265,12,Urban
West Samuelburgh,2018-01-06 13:23:28,11.01,73344113439,73,Urban
New Paulton,2018-04-06 16:21:56,38.8,8523234215665,44,Urban
Port Johnbury,2018-04-12 03:43:45,8.42,39663640391,3,Urban
South Karenland,2018-05-03 16:09:36,19.69,2542833874680,4,Urban
Liumouth,2018-03-22 20:35:56,39.96,6162501769368,69,Urban
South Evanton,2018-04-29 13:54:33,5.16,314702567786,11,Urban
Huntermouth,2018-04-20 09:38:12,23.65,3496017787039,37,Urban
Simpsonburgh,2018-04-26 22:20:18,29.22,4452627021726,21,Urban
Valentineton,2018-02-17 05:51:36,21.74,4882233203306,45,Urban
Deanville,2018-01-12 07:32:21,39.45,419667752175,49,Urban
South Karenland,2018-04-27 16:20:00,6.62,9440452913212,4,Urban
Lake Jonathanshire,2018-03-22 14:33:32,18.72,4675968803527,5,Urban
East Kaylahaven,2018-03-01 15:07:16,23.45,3219972039261,65,Urban
Port David,2018-04-12 05:32:59,35.51,2988691809424,7,Urban
West Gabriel,2018-01-30 15:37:59,25.64,3458714190369,57,Urban
South Evanton,2018-02-13 16:46:38,44.33,3933480252928,11,Urban
Richardfort,2018-01-13 10:08:54,25.81,9110913538598,38,Urban
North Madeline,2018-04-04 06:42:02,25.38,6907041134302,19,Urban
South Evanton,2018-04-06 16:41:00,9.3,1037050050692,11,Urban
Royland,2018-02-18 02:03:31,8.32,5213108195867,64,Urban
Hurleymouth,2018-01-07 15:53:43,20.01,4462373605170,36,Urban
West Anthony,2018-04-08 06:21:07,20.83,9582303999416,70,Urban
Martinezhaven,2018-02-14 02:51:53,27.16,2198999302323,25,Urban
North Jasmine,2018-01-21 21:00:14,33.06,4263006375138,33,Urban
Carriemouth,2018-04-15 08:00:48,40.03,2667929739732,52,Urban
Lake Scottton,2018-01-21 04:20:36,21.81,294152016280,58,Urban
Hurleymouth,2018-01-17 17:07:29,24.86,9295336313691,36,Urban
North Barbara,2018-03-17 17:07:58,6.12,5476938523655,18,Urban
Royland,2018-04-23 01:14:28,40.39,338531895520,64,Urban
North Jason,2018-01-12 19:19:33,9.97,8000607854022,6,Urban
West Ericstad,2018-01-27 04:30:26,29.05,7599450195358,25,Urban
Joneschester,2018-03-13 06:10:43,27.79,1264452837532,39,Urban
North Madeline,2018-05-03 00:07:06,16.44,212158091636,19,Urban
Loganberg,2018-02-18 11:58:27,23.98,9369013244643,23,Urban
West Patrickchester,2018-04-07 17:41:37,33.9,3859130440081,25,Urban
Justinberg,2018-04-04 23:19:59,19.38,3733963439606,39,Urban
Lake Jonathanshire,2018-04-16 20:26:30,32.47,1013873953228,5,Urban
Karenside,2018-03-04 20:36:38,25.21,9107960049863,5,Urban
North Madeline,2018-02-04 18:56:51,9.84,9479830048819,19,Urban
West Josephberg,2018-03-30 01:27:04,25.19,7575785795869,45,Urban
West Christopherberg,2018-05-01 12:39:07,39.8,5350289549048,32,Urban
Lake Scottton,2018-04-19 21:32:00,37.67,5487285317750,58,Urban
Simpsonburgh,2018-05-04 11:41:43,33.11,2860856883893,21,Urban
South Karenland,2018-01-23 05:56:24,22.54,906736207129,4,Urban
South Evanton,2018-02-26 06:48:57,7.81,741939312160,11,Urban
New Paulville,2018-01-02 20:52:31,33.08,2368537035314,44,Urban
Carriemouth,2018-03-08 09:53:56,37.81,7350661461430,52,Urban
North Madeline,2018-03-01 04:34:54,20.8,1575104438305,19,Urban
West Heidi,2018-01-17 09:28:43,24.19,8798102589241,28,Urban
Amandaburgh,2018-01-13 16:04:10,23.35,9975084532253,12,Urban
Valentineton,2018-03-06 04:48:37,38.88,2762937463829,45,Urban
South Phillip,2018-03-23 16:36:51,40.07,2307854781368,38,Urban
West Angela,2018-02-22 04:05:17,23.09,5991667849215,48,Urban
Erikaland,2018-04-25 11:18:54,34.05,5673820536254,37,Urban
Loganberg,2018-04-23 09:19:40,32.4,2448427854987,23,Urban
West Heidi,2018-01-01 05:23:21,10.75,6571513080673,28,Urban
South Michelleport,2018-01-27 13:10:19,30.16,3948526488391,72,Urban
Christopherfurt,2018-03-15 10:22:43,34.09,1264516579194,41,Urban
North Markport,2018-04-06 02:16:42,18.15,7268609489111,22,Urban
West Anthony,2018-02-10 09:16:50,38.54,8950008238108,70,Urban
South Phillip,2018-04-16 22:02:06,24.63,7860896953308,38,Urban
South Phillip,2018-01-07 02:17:05,6.54,197653692239,38,Urban
Williamsview,2018-03-02 22:23:09,25.15,5050608655121,46,Urban
Port Frank,2018-01-05 18:22:02,35.35,1918776405433,23,Urban
West Angela,2018-03-18 15:57:00,13.06,7206619990906,48,Urban
Liumouth,2018-04-14 14:58:09,25.28,7891750319251,69,Urban
Port Frank,2018-05-03 20:22:47,21.11,9063920293861,23,Urban
Jerryton,2018-03-04 14:14:36,22.91,3498905000817,64,Urban
Richardfort,2018-03-06 12:53:05,8.28,5127600643309,38,Urban
Lake Danielberg,2018-01-14 22:04:23,24.14,7958893128864,19,Urban
South Evanton,2018-01-17 02:00:57,34.55,3373258213100,11,Urban
Williamsview,2018-01-25 00:47:33,41.17,4838881371737,46,Urban
South Jack,2018-01-29 20:13:33,43.12,6046698489448,46,Urban
Justinberg,2018-02-13 23:56:52,10.18,3143508668222,39,Urban
Liumouth,2018-04-29 06:57:26,23.99,819442443593,69,Urban
South Jack,2018-01-09 20:31:52,21.13,6055921836157,46,Urban
South Michelleport,2018-03-29 08:33:15,11.06,9979817442901,72,Urban
Hurleymouth,2018-02-23 01:34:05,31.97,1990077862269,36,Urban
West Samuelburgh,2018-02-22 22:11:39,17.35,3943007288125,73,Urban
North Barbara,2018-04-09 17:12:34,6.68,2535408162930,18,Urban
Royland,2018-01-20 12:13:04,6.66,4292343513903,64,Urban
Lake Scottton,2018-04-08 11:19:22,44.03,9052901892070,58,Urban
Raymondhaven,2018-04-30 19:54:09,29.84,7628275458574,11,Urban
Lake Scottton,2018-05-08 13:10:18,18.04,5616262558026,58,Urban
Martinezhaven,2018-05-07 05:55:00,6.89,3266247221258,25,Urban
Lake Scottton,2018-02-08 17:29:38,34.95,7928828679563,58,Urban
Richardfort,2018-02-05 16:12:04,42.22,4051093040264,38,Urban
West Josephberg,2018-04-11 03:53:24,18.65,6034780270685,45,Urban
New Paulville,2018-03-05 15:43:38,23.75,9558031485248,44,Urban
South Phillip,2018-05-07 02:52:22,36.51,2373463606606,38,Urban
South Karenland,2018-03-22 04:17:20,15.54,1305521187209,4,Urban
Valentineton,2018-01-22 02:15:46,17.74,6348946945240,45,Urban
South Evanton,2018-05-07 12:30:58,34.03,3182588142048,11,Urban
Pattyland,2018-04-19 12:57:51,4.55,6863691950115,59,Urban
Port Samanthamouth,2018-03-15 09:03:59,5.62,6911793332732,57,Urban
East Kaylahaven,2018-01-11 10:41:55,8.02,9778559091886,65,Urban
North Madeline,2018-02-27 11:42:19,36.87,9531911098356,19,Urban
Richardfort,2018-04-04 15:04:56,16.35,6077906760851,38,Urban
South Michelleport,2018-02-11 08:12:09,28.03,3129314459254,72,Urban
Port Johnbury,2018-01-21 05:10:00,32.68,277259241694,3,Urban
Liumouth,2018-01-18 15:26:16,20.68,984551570260,69,Urban
South Evanton,2018-04-08 01:01:44,5.62,1336030545631,11,Urban
Richardfort,2018-03-05 16:00:59,4.85,3291539624738,38,Urban
New Jacobville,2018-02-07 11:07:26,26.09,3517704368178,50,Urban
East Kaylahaven,2018-02-04 02:25:50,38.13,2889304581969,65,Urban
Williamsstad,2018-01-20 18:47:43,18.79,5023157350397,59,Urban
Lake Jonathanshire,2018-04-11 19:49:34,25.92,8533808747676,5,Urban
Port Samanthamouth,2018-04-25 03:29:08,9.44,4793952979390,57,Urban
South Karenland,2018-03-30 01:56:29,20.21,2903443186097,4,Urban
West Christopherberg,2018-03-10 22:42:09,7.98,5729357604390,32,Urban
Lake Scottton,2018-03-29 13:33:11,35.36,3706314280455,58,Urban
East Kaylahaven,2018-01-24 16:52:11,31.4,7430406748016,65,Urban
Raymondhaven,2018-04-04 06:46:57,41.45,2893202480774,11,Urban
Port Frank,2018-03-19 15:21:28,22.63,9908378465166,23,Urban
New Paulville,2018-04-24 02:25:52,13.32,8564322973357,44,Urban
Karenberg,2018-04-30 21:38:38,5.7,7644517011765,22,Urban
Barajasview,2018-03-24 06:34:31,12.24,766512199846,26,Urban
North Jason,2018-02-10 06:34:23,25.36,8594848265735,6,Urban
Barajasview,2018-04-18 08:44:07,12.35,6122257582314,26,Urban
New Kimberlyborough,2018-04-03 20:23:26,33.74,6329063149216,33,Urban
West Samuelburgh,2018-01-31 17:10:41,9.67,8851666927116,73,Urban
West Heidi,2018-03-21 00:26:48,9.06,6618749143588,28,Urban
Port Frank,2018-01-16 22:42:03,11.97,8711333582560,23,Urban
West Samuelburgh,2018-04-08 12:38:45,14.52,2480520808757,73,Urban
West Gabriel,2018-05-01 04:34:24,8.67,425757573667,57,Urban
Loganberg,2018-04-18 11:16:27,16.36,4728835123393,23,Urban
West Josephberg,2018-05-07 10:11:06,29.66,261961747605,45,Urban
South Michelleport,2018-02-02 11:56:33,12.77,1407376692621,72,Urban
Christopherfurt,2018-04-14 03:24:52,39.91,253265651115,41,Urban
Justinberg,2018-04-14 23:08:12,7.75,8860058514407,39,Urban
South Michelleport,2018-03-12 09:06:15,25.1,7109079664625,72,Urban
West Angela,2018-04-10 17:06:27,31.03,3524340292330,48,Urban
South Karenland,2018-02-02 14:50:52,10.54,4511035891557,4,Urban
Carriemouth,2018-05-04 10:28:25,41.54,1102333782246,52,Urban
Pattyland,2018-01-09 08:20:24,41.04,3525500502870,59,Urban
West Samuelburgh,2018-03-04 12:38:49,28.18,9684553330848,73,Urban
North Barbara,2018-02-03 23:57:31,11.54,5814426769909,18,Urban
Jerryton,2018-02-20 18:45:32,28.24,4147224282549,64,Urban
Leahton,2018-03-06 20:26:06,14.87,3839886060948,17,Urban
North Jasmine,2018-02-06 19:23:04,9.12,3928977578261,33,Urban
South Karenland,2018-01-03 06:18:54,39.16,5488595025427,4,Urban
Grahamburgh,2018-03-19 14:30:39,33.14,4377426125867,61,Urban
West Robert,2018-03-29 04:22:45,17.53,8336695194192,39,Urban
Williamsview,2018-02-18 02:31:18,18.75,4148427600673,46,Urban
Barajasview,2018-01-04 09:32:47,12.25,1657106589275,26,Urban
Williamsview,2018-01-01 14:40:14,5.42,5676167585855,46,Urban
West Ericstad,2018-02-05 15:30:53,30.89,2464029094187,25,Urban
Lake Danielberg,2018-01-05 17:44:41,28.79,9792091934593,19,Urban
Barajasview,2018-03-29 01:02:09,29.55,3838354230678,26,Urban
Liumouth,2018-03-03 05:13:18,26.6,4278966939061,69,Urban
West Patrickchester,2018-03-06 00:02:29,31.33,2574123507602,25,Urban
Lake Scottton,2018-01-13 13:34:04,24.81,395502999618,58,Urban
Liumouth,2018-01-04 21:06:42,34.77,8500621051587,69,Urban
Williamsstad,2018-01-03 10:03:19,17.16,28294640252,59,Urban
Lake Danielberg,2018-02-04 17:32:55,24.49,859545474575,19,Urban
Justinberg,2018-02-28 21:39:35,14.4,1131855954787,39,Urban
Jerryton,2018-03-07 05:24:37,15.82,8112351353413,64,Urban
New Jacobville,2018-03-12 14:47:55,28.12,3354774437164,50,Urban
Loganberg,2018-01-03 06:49:15,34.42,237725006820,23,Urban
West Patrickchester,2018-03-02 20:29:14,25.28,8920708170312,25,Urban
South Evanton,2018-01-02 06:55:36,16.96,9407700156319,11,Urban
North Markport,2018-05-04 15:30:04,28.93,1471664210200,22,Urban
Port Angela,2018-04-02 22:13:52,25.84,8022436129393,67,Urban
Richardfort,2018-04-14 11:56:28,43.01,7636011510547,38,Urban
Rogerston,2018-01-27 19:45:00,13.4,9764361764025,25,Urban
East Kaylahaven,2018-02-11 21:07:22,4.75,9782978467542,65,Urban
Raymondhaven,2018-02-28 05:23:49,21.78,1853831474811,11,Urban
Loganberg,2018-02-20 09:42:19,41.16,4360659646407,23,Urban
South Jack,2018-02-17 09:55:15,18.08,3666658839798,46,Urban
West Ericstad,2018-05-05 00:44:55,7.76,8379003928607,25,Urban
Port Frank,2018-02-21 18:44:23,19.81,2185137282852,23,Urban
Simpsonburgh,2018-01-23 20:35:28,39.95,1108660251073,21,Urban
Simpsonburgh,2018-01-08 05:59:56,13.01,9413350107687,21,Urban
South Evanton,2018-02-08 18:08:18,38.21,56240519093,11,Urban
Loganberg,2018-03-30 21:22:58,40.8,3172019974706,23,Urban
New Paulville,2018-03-08 15:08:09,18.35,3736130457083,44,Urban
East Kaylahaven,2018-04-30 08:22:19,37.41,1759788940587,65,Urban
West Gabriel,2018-01-31 02:31:13,6.8,1042280944345,57,Urban
South Phillip,2018-03-15 08:24:03,22.28,6023734584015,38,Urban
Richardfort,2018-01-21 23:20:53,10.91,3567611375530,38,Urban
Williamsview,2018-03-22 22:31:26,15.85,8549525496025,46,Urban
West Patrickchester,2018-02-16 02:15:20,12.15,9177372989576,25,Urban
North Jason,2018-05-07 20:05:15,24.2,3915678713657,6,Urban
Karenberg,2018-04-13 05:14:30,23.73,405640953288,22,Urban
East Kaylahaven,2018-03-24 13:53:34,32.21,6710058446869,65,Urban
Lake Jonathanshire,2018-04-09 21:41:30,15.96,577276092645,5,Urban
Williamsstad,2018-03-12 11:08:28,13.79,5771635421960,59,Urban
Deanville,2018-01-28 03:13:21,31.65,649769579565,49,Urban
South Latoya,2018-02-25 23:06:10,25.87,4911564763064,10,Urban
South Karenland,2018-02-26 13:01:09,38.05,445163644058,4,Urban
Justinberg,2018-01-27 07:35:46,28.41,3494883589054,39,Urban
South Michelleport,2018-04-21 15:29:53,36.47,3394685136336,72,Urban
Lake Jonathanshire,2018-01-16 09:27:03,26.27,3267656258507,5,Urban
Jerryton,2018-03-25 12:14:58,9.64,9483701056322,64,Urban
Grahamburgh,2018-02-23 14:58:29,41.98,3687572775641,61,Urban
South Karenland,2018-02-26 20:40:36,35.61,8413974071006,4,Urban
Johnton,2018-04-29 07:50:06,17.89,1266248389669,27,Urban
Justinberg,2018-01-24 19:32:55,38.79,1687190759049,39,Urban
Grahamburgh,2018-02-02 03:52:20,22.53,6583081396582,61,Urban
North Markport,2018-01-17 11:37:05,8.68,930356390428,22,Urban
Port Samanthamouth,2018-01-01 21:04:01,11.71,1849658808540,57,Urban
West Angela,2018-04-11 06:59:17,29.06,713854282118,48,Urban
Port David,2018-03-03 11:38:05,13.41,6413543746665,7,Urban
Christopherfurt,2018-02-23 08:31:48,15.61,8295289890035,41,Urban
Lake Scottton,2018-02-27 07:09:55,9.43,8167805104097,58,Urban
Valentineton,2018-01-03 05:56:07,37.4,4181290691140,45,Urban
Jerryton,2018-02-19 13:59:12,21.27,2523553025606,64,Urban
Reynoldsfurt,2018-03-21 17:25:09,11.97,9406113555740,67,Urban
Hurleymouth,2018-02-24 15:39:01,8.33,2051788093690,36,Urban
South Latoya,2018-03-13 01:15:48,16.01,2755056904274,10,Urban
North Jasmine,2018-03-21 18:31:39,39.02,7925529006582,33,Urban
Richardfort,2018-03-16 23:00:51,21.39,237473464569,38,Urban
Roberthaven,2018-05-03 05:43:29,42.15,2593369705849,47,Urban
South Michelleport,2018-01-05 05:57:54,39.9,6107070834017,72,Urban
Port Johnbury,2018-01-15 18:45:38,40.32,2120999202624,3,Urban
Loganberg,2018-01-31 15:03:08,20.36,1816764262702,23,Urban
Robertport,2018-04-30 23:36:58,14.81,1468741682203,12,Urban
South Michelleport,2018-02-27 02:00:20,10.4,6475102182178,72,Urban
New Jacobville,2018-03-03 05:28:06,41.39,3091545613098,50,Urban
Martinezhaven,2018-04-12 06:49:43,11.55,9306298924624,25,Urban
West Gabriel,2018-04-08 21:34:32,13.31,8629908298269,57,Urban
South Jack,2018-04-10 01:23:02,29.97,6134963889083,46,Urban
New Paulville,2018-01-05 08:35:06,21.57,3713143062176,44,Urban
Royland,2018-01-11 09:50:09,18.42,5578365228841,64,Urban
Roberthaven,2018-01-15 21:25:59,30.42,5912507910247,47,Urban
Justinberg,2018-03-12 16:33:25,24.41,3085648665283,39,Urban
West Angela,2018-02-21 08:28:35,40.55,1832101254162,48,Urban
North Madeline,2018-01-30 18:20:22,16.5,8651911600616,19,Urban
Port Angela,2018-02-03 06:01:25,6.42,9465215247151,67,Urban
North Jason,2018-03-30 06:31:58,12.04,6617567960124,6,Urban
West Patrickchester,2018-04-18 11:41:23,29.12,8009822638677,25,Urban
North Jason,2018-03-27 19:19:33,30.66,3371333703928,6,Urban
West Anthony,2018-02-03 18:24:31,19.66,2909279162533,70,Urban
Liumouth,2018-04-29 19:55:36,32.1,2696753605913,69,Urban
Martinezhaven,2018-04-13 19:46:33,40.2,8856596685853,25,Urban
West Josephberg,2018-01-12 12:45:18,5.77,5094744587526,45,Urban
Simpsonburgh,2018-01-05 16:36:19,39.44,252491764873,21,Urban
New Paulville,2018-01-05 17:16:21,44.68,3084378770502,44,Urban
Christopherfurt,2018-02-04 12:11:36,41.12,807740496588,41,Urban
Johnton,2018-03-15 21:16:53,30.27,1604984494757,27,Urban
South Jack,2018-02-06 12:17:53,7.71,6332020411813,46,Urban
Joneschester,2018-03-28 07:41:45,7.56,4606111536146,39,Urban
Lake Danielberg,2018-02-23 13:51:10,9.25,8304102117881,19,Urban
Port Frank,2018-01-18 11:45:12,19.98,4493440036641,23,Urban
Lake Jonathanshire,2018-01-21 12:12:56,37.25,2966536034637,5,Urban
Rogerston,2018-03-07 12:09:53,27.26,9445963524322,25,Urban
South Karenland,2018-01-02 21:27:09,19.57,7272197128628,4,Urban
West Gabriel,2018-01-15 18:25:13,11.71,3842429247256,57,Urban
West Gabriel,2018-01-12 16:34:29,31.98,2986879445341,57,Urban
Robertport,2018-03-17 22:50:46,14.61,8501454819559,12,Urban
West Christopherberg,2018-04-03 12:01:59,33.03,1478762318845,32,Urban
Lake Scottton,2018-04-02 21:10:19,43.2,3927212153065,58,Urban
West Christopherberg,2018-02-07 01:24:59,10.91,3730797143907,32,Urban
West Anthony,2018-04-18 08:11:39,11.2,3221735036264,70,Urban
Robertport,2018-04-16 09:48:39,36.11,5886554503793,12,Urban
Erikaland,2018-03-27 08:27:45,26.25,4808796549026,37,Urban
Williamsview,2018-01-17 04:00:01,32.29,7451578628999,46,Urban
West Robert,2018-01-30 11:32:45,43.02,7200177034430,39,Urban
Hurleymouth,2018-02-06 00:10:22,32.93,4140229588692,36,Urban
New Paulton,2018-02-21 02:37:43,27.56,3954579271309,44,Urban
Deanville,2018-01-07 19:34:44,21.5,9422003641461,49,Urban
Karenside,2018-01-12 01:28:33,37.73,1873045802736,5,Urban
New Paulton,2018-03-12 13:53:39,38.26,79314274773,44,Urban
Port Samanthamouth,2018-04-09 20:55:32,24.99,6743225912546,57,Urban
South Phillip,2018-05-03 11:43:11,8.3,8580230286693,38,Urban
Lake Danielberg,2018-02-06 04:11:24,29.96,2331999439549,19,Urban
Martinezhaven,2018-02-06 10:58:28,40.29,4665194925087,25,Urban
Pattyland,2018-04-12 11:58:28,28.65,6924230448040,59,Urban
Port Johnbury,2018-02-05 16:04:13,7.44,3008325165012,3,Urban
Richardfort,2018-03-22 04:41:04,16.35,5934239154720,38,Urban
Valentineton,2018-02-17 19:23:20,37.19,5020446269859,45,Urban
Rodneyfort,2018-04-19 09:46:19,35.79,9917197764299,34,Urban
West Christopherberg,2018-04-19 04:53:19,22.86,9748845131381,32,Urban
Valentineton,2018-03-08 07:57:06,43.59,5859669462309,45,Urban
New Jacobville,2018-02-21 08:59:20,40.05,3017975180818,50,Urban
Joneschester,2018-05-05 02:00:02,21.74,2729175742345,39,Urban
Johnton,2018-01-14 10:53:38,19.68,8534361219730,27,Urban
West Heidi,2018-01-29 08:17:02,38.68,4818935872915,28,Urban
West Christopherberg,2018-04-11 14:46:23,4.88,7740852204661,32,Urban
West Angela,2018-03-17 09:42:27,23.45,7766326460678,48,Urban
South Evanton,2018-01-09 15:10:06,40.73,6529652825358,11,Urban
West Gabriel,2018-01-23 05:22:29,40.17,9157930188085,57,Urban
Carriemouth,2018-04-05 02:03:50,38.17,8161204669836,52,Urban
West Ericstad,2018-03-18 15:28:03,23.62,6209238468314,25,Urban
North Jasmine,2018-04-22 15:53:37,6.49,1617288417506,33,Urban
Martinezhaven,2018-04-30 00:42:10,36.07,1517725239558,25,Urban
West Gabriel,2018-02-17 07:39:53,17.03,4385812494114,57,Urban
Liumouth,2018-03-06 04:42:31,37.4,602124109449,69,Urban
Roberthaven,2018-05-02 21:36:24,21.8,3456705475174,47,Urban
West Angela,2018-02-21 12:29:36,27.68,791846342132,48,Urban
West Robert,2018-02-01 11:37:56,30.94,218488354366,39,Urban
Carriemouth,2018-04-27 20:41:36,8.28,451752270898,52,Urban
North Jason,2018-01-08 23:32:07,10.74,1777358514662,6,Urban
West Angela,2018-04-13 21:50:59,28.75,3697508187707,48,Urban
Reynoldsfurt,2018-02-03 10:14:24,6.34,5560686093253,67,Urban
Lake Jonathanshire,2018-04-11 21:32:27,22.48,3505458786874,5,Urban
New Kimberlyborough,2018-02-05 11:23:41,18.02,3979116091493,33,Urban
Jerryton,2018-03-23 08:27:26,37.89,4275221969665,64,Urban
Joneschester,2018-03-04 18:00:23,41.65,9830268750819,39,Urban
Lake Jonathanshire,2018-02-16 01:49:45,17.58,3641777572467,5,Urban
Richardfort,2018-01-03 01:06:17,5.32,3268844473610,38,Urban
Deanville,2018-01-29 21:11:43,25.39,9623390811882,49,Urban
Richardfort,2018-03-29 15:16:01,37.76,4802688422688,38,Urban
Royland,2018-03-23 12:21:09,13.7,8505727203359,64,Urban
Jerryton,2018-04-20 18:57:54,29.84,8129673900768,64,Urban
Lake Jonathanshire,2018-01-17 13:15:58,28.42,6544222037368,5,Urban
Karenberg,2018-04-24 12:57:40,34.67,6995539608497,22,Urban
Joneschester,2018-02-17 10:04:23,10.52,3382314791322,39,Urban
Rogerston,2018-02-27 03:58:02,27.4,6535366485146,25,Urban
North Jason,2018-01-11 05:08:48,19.64,6877014281473,6,Urban
Reynoldsfurt,2018-04-11 23:49:34,38.35,6517888893678,67,Urban
Rogerston,2018-01-26 14:42:49,11.13,9117397855777,25,Urban
Grahamburgh,2018-03-11 08:09:20,34.53,1668089072869,61,Urban
Lake Jonathanshire,2018-01-21 09:48:28,22.36,2522096563712,5,Urban
Lake Danielberg,2018-03-05 23:23:36,44.77,904234510499,19,Urban
Liumouth,2018-01-30 08:51:20,22.9,2852059249491,69,Urban
West Gabriel,2018-01-28 22:22:55,5.58,8437986648490,57,Urban
North Jason,2018-01-24 01:46:56,40.15,6720072772844,6,Urban
West Robert,2018-03-16 16:27:00,42.89,3371305205863,39,Urban
Huntermouth,2018-01-24 17:07:21,42.36,2881099887400,37,Urban
Karenside,2018-01-17 12:18:08,11.6,2896161328712,5,Urban
Karenberg,2018-02-19 16:11:56,12.25,3871929479027,22,Urban
Amandaburgh,2018-01-29 23:28:12,41.06,4296858665195,12,Urban
West Robert,2018-02-18 11:51:18,44.97,341568099144,39,Urban
Pattyland,2018-01-12 20:07:34,17.85,1717518351904,59,Urban
West Robert,2018-02-19 00:53:54,40.64,5090000920328,39,Urban
Lake Jonathanshire,2018-02-23 06:10:30,26.63,5372487991955,5,Urban
Raymondhaven,2018-03-31 14:58:15,7.67,3677670833473,11,Urban
New Kimberlyborough,2018-04-24 02:21:17,37.73,2211216902202,33,Urban
North Jasmine,2018-05-08 07:29:01,18.55,5682021476085,33,Urban
Reynoldsfurt,2018-02-09 17:49:45,21.02,6197091221286,67,Urban
West Anthony,2018-03-08 10:33:27,41.3,1154693699214,70,Urban
West Christopherberg,2018-01-30 08:11:49,16.85,7337258118847,32,Urban
Erikaland,2018-02-11 03:01:55,35.89,1692275914503,37,Urban
Port Samanthamouth,2018-02-02 01:57:32,39.28,2671264374220,57,Urban
New Jacobville,2018-04-30 11:44:33,5.6,3975719805512,50,Urban
Huntermouth,2018-03-27 11:50:50,22.64,9536744918833,37,Urban
Joneschester,2018-03-19 01:52:17,42.74,4496207006444,39,Urban
Port Frank,2018-01-15 07:42:59,30.93,8726143802098,23,Urban
Leahton,2018-03-03 01:24:39,43.44,4290916547911,17,Urban
Raymondhaven,2018-02-07 16:19:04,38.67,8352957849877,11,Urban
South Latoya,2018-04-22 12:29:10,27.54,3391380718287,10,Urban
West Ericstad,2018-03-04 12:31:45,43.98,6434938341937,25,Urban
Liumouth,2018-04-12 02:27:20,10.53,8954520159231,69,Urban
Port Johnbury,2018-04-25 00:15:02,10.26,2977082935156,3,Urban
Robertport,2018-04-18 06:58:23,24.48,4267630984582,12,Urban
South Michelleport,2018-04-27 11:18:02,27.89,355231301182,72,Urban
Grahamburgh,2018-02-16 12:22:02,30.23,5124138921138,61,Urban
Liumouth,2018-04-02 16:53:26,25.56,9544292256253,69,Urban
Grahamburgh,2018-04-10 01:16:25,37.67,1448865682495,61,Urban
Rogerston,2018-02-03 21:09:45,4.41,1718712551725,25,Urban
